customer_id,first_name,last_name,gender,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,termination_date,msisdn
1048,Owen,Grant,male,English,1,Yes, physical,active,1977-07-03,2021-07-03,Owen.Grant28058@mail.com,Alberta,,+14034675674
1049,Olivia,Ouellet,female,English,1,No, physical,inactive,1992-05-08,2021-05-20,Olivia.Ouellet23717@hotmail.com,Ontario,,+13656232371
1050,Charlie,Hall,female,English,0,No,business,active,1972-02-10,2020-06-04,Charlie.Hall13241@gmail.com,New Brunswick,,+15067535446
1051,Benjamin,Gill,male,French,0,Yes, physical,active,1994-11-06,2021-08-14,Benjamin.Gill47207@mail.com,Manitoba,,+14315088694
1052,Logan,Girard,male,French,0,No,business,active,1987-01-12,2020-11-25,Logan.Girard91577@aol.com,Nova Scotia,,+19024661791
1053,Avery,Harris,female,English,0,Yes, physical,active,1962-01-28,2020-10-24,Avery.Harris89273@hotmail.com,Newfoundland and Labrador,,+17097866901
1054,Leo,Nguyen,male,English,1,No, physical,active,1975-12-08,2020-11-04,Leo.Nguyen49419@gmail.com,Ontario,,+12497639961
1055,Jackson,Davis,male,English,1,No, physical,active,1993-08-03,2021-02-22,Jackson.Davis55736@aol.com,Newfoundland and Labrador,,+17099924831
1056,Oliver,Khan,male,English,0,No,business,active,1944-07-16,2020-03-02,Oliver.Khan12621@gmx.com,Quebec,,+15819482517
1057,Mila,Murphy,female,English,1,No, physical,active,1985-05-29,2021-06-26,Mila.Murphy77185@mail.com,Quebec,,+15819190868
1058,Sophia,Mitchell,female,French,1,Yes, physical,inactive,1961-07-29,2020-04-04,Sophia.Mitchell19991@gmail.com,Alberta,,+14034974220
1059,Jacob,Harris,male,English,0,Yes, physical,active,1980-07-30,2021-06-07,Jacob.Harris49886@mail.com,Quebec,,+18734639469
1060,Nora,Reynolds,female,English,0,No, physical,active,1995-11-26,2021-12-27,Nora.Reynolds18271@mail.com,Quebec,,+15814614512
1061,Lily,Patel,female,English,1,Yes, physical,active,2001-01-20,2021-12-31,Lily.Patel67107@aol.com,Quebec,,+14388896473
1062,Lily,Campbell,female,English,0,Yes, physical,inactive,1945-05-24,2020-08-10,Lily.Campbell52851@aol.com,Ontario,,+12263726707
1063,Mason,Evans,male,English,0,Yes,business,active,1969-02-07,2021-01-05,Mason.Evans24326@gmail.com,Ontario,,+17059531393
1064,Leo,Murphy,male,English,1,No, physical,active,1952-09-12,2021-05-20,Leo.Murphy59361@aol.com,Ontario,,+13652703748
1065,Grayson,Gill,male,English,0,Yes, physical,active,1989-09-27,2021-07-19,Grayson.Gill53204@hotmail.com,Ontario,,+14164011014
1066,Aria,Lewis,female,English,0,Yes, physical,active,1977-12-11,2020-02-16,Aria.Lewis86285@hotmail.com,Ontario,,+14371165504
1067,Alexander,Belanger,male,English,0,Yes, physical,active,1946-09-18,2020-01-13,Alexander.Belanger21890@aol.com,Alberta,,+17804154133
1068,Benjamin,Gill,male,English,1,Yes, physical,active,1984-06-28,2021-09-10,Benjamin.Gill75125@gmx.com,Ontario,,+18078197073
1069,Benjamin,Nadeau,male,English,1,Yes, physical,active,1994-11-30,2020-07-31,Benjamin.Nadeau79389@hotmail.com,Quebec,,+14508257118
1070,Oliver,Lewis,male,English,1,Yes, physical,active,1945-01-31,2020-10-06,Oliver.Lewis67126@gmail.com,Manitoba,,+12045306595
1071,Chloe,Cameron,female,English,1,Yes, physical,active,1960-01-01,2020-01-01,Chloe.Cameron92334@gmail.com,Quebec,,+13676237966
1072,Charlie,Lewis,female,French,1,Yes, physical,active,1970-02-13,2021-04-02,Charlie.Lewis61559@gmail.com,Nova Scotia,,+19029889550
1073,Leo,Bouchard,male,English,0,Yes, physical,active,1956-10-30,2021-03-28,Leo.Bouchard87011@hotmail.com,Newfoundland and Labrador,,+17091416620
1074,Riley,Anderson,female,French,1,No, physical,active,1977-11-11,2021-08-09,Riley.Anderson62532@mail.com,Quebec,,+14185074108
1075,Abigail,Mitchell,female,English,0,No, physical,active,1991-05-12,2021-02-19,Abigail.Mitchell80446@aol.com,Ontario,,+15197828944
1076,Mila,Ouellet,female,English,1,No,business,active,1950-03-28,2020-07-07,Mila.Ouellet92140@gmx.com,Quebec,,+18733188159
1077,Charlotte,Grant,female,English,1,Yes, physical,active,1949-08-28,2021-02-03,Charlotte.Grant79207@gmail.com,Ontario,,+14168719969
1078,William,Nguyen,male,French,1,Yes, physical,active,1979-12-31,2020-06-23,William.Nguyen72960@hotmail.com,Manitoba,,+14315460978
1079,Amelia,Lapointe,female,French,1,No, physical,active,1976-10-08,2021-04-13,Amelia.Lapointe60458@gmx.com,Ontario,,+15487033870
1080,Olivia,Patel,female,English,0,Yes, physical,active,1951-02-15,2020-07-24,Olivia.Patel8342@gmail.com,Ontario,,+17054675665
1081,Hannah,Levesque,female,English,1,No, physical,active,1959-11-18,2021-02-15,Hannah.Levesque25827@gmail.com,Ontario,,+14373225599
1082,Alexander,Girard,male,English,1,Yes, physical,active,1943-05-25,2021-06-08,Alexander.Girard27163@yahoo.com,Quebec,,+14502192687
1083,Mateo,Murphy,male,English,1,No, physical,active,1994-04-08,2021-12-30,Mateo.Murphy92559@hotmail.com,British Columbia,,+12504649165
1084,Sophia,Patel,female,English,0,No, physical,active,1978-07-15,2020-10-23,Sophia.Patel15051@aol.com,Quebec,,+15142792767
1085,Theodore,Patel,male,French,0,Yes, physical,active,1943-03-09,2020-07-01,Theodore.Patel11531@gmail.com,British Columbia,,+12361535426
1086,Abigail,Ouellet,female,English,1,Yes, physical,active,1951-07-01,2021-01-03,Abigail.Ouellet24236@gmx.com,Ontario,,+17058754629
1087,Avery,Girard,female,English,0,Yes, physical,active,1944-11-03,2020-02-07,Avery.Girard85182@gmail.com,Ontario,,+12497830873
1088,Oliver,Gill,male,French,1,Yes, physical,inactive,2003-10-13,2021-08-19,Oliver.Gill96874@mail.com,Manitoba,,+12042649968
1089,Liam,Lapointe,male,English,1,No, physical,active,1975-07-03,2021-08-31,Liam.Lapointe43502@yahoo.com,Ontario,,+12899108923
1090,Jack,Harris,male,English,1,Yes, physical,active,1978-01-03,2021-06-12,Jack.Harris66891@gmail.com,Alberta,,+15878612950
1091,Lily,Fortin,female,English,1,No, physical,inactive,1968-08-25,2021-05-31,Lily.Fortin74053@aol.com,Alberta,,+17805146934
1092,Aria,Martin,female,English,0,No, physical,active,1945-07-04,2021-04-17,Aria.Martin45919@gmail.com,Manitoba,,+14316535370
1093,Theodore,Levesque,male,English,1,No,business,active,1965-05-06,2021-07-21,Theodore.Levesque57355@aol.com,Ontario,,+19058394503
1094,James,Lapointe,male,English,0,No, physical,inactive,1974-01-04,2020-02-07,James.Lapointe98270@yahoo.com,British Columbia,,+12502022677
1095,Theodore,Rogen,male,French,0,No, physical,active,1953-04-13,2020-10-26,Theodore.Rogen92489@gmail.com,Nunavut,,+18679262056
1096,Charlotte,Fortin,female,English,0,Yes, physical,active,1977-01-16,2020-04-20,Charlotte.Fortin87775@hotmail.com,Alberta,,+17802437326
1097,Oliver,Evans,male,French,1,Yes, physical,active,2002-01-10,2020-12-01,Oliver.Evans96777@yahoo.com,Alberta,,+17807462783
1098,James,Cote,male,English,1,No, physical,active,1941-08-27,2021-12-05,James.Cote63842@gmail.com,British Columbia,,+17785690495
1099,Theodore,Landry,male,English,1,No, physical,inactive,1998-04-11,2020-11-08,Theodore.Landry52488@gmx.com,Alberta,,+15874906867
1100,Aria,King,female,English,0,Yes, physical,active,2003-12-21,2021-06-09,Aria.King86342@hotmail.com,Quebec,,+14185209654
1101,Charlotte,Fortin,female,English,0,No, physical,active,1942-12-20,2020-02-22,Charlotte.Fortin51122@hotmail.com,Ontario,,+15484770460
1102,Henry,King,male,English,0,No, physical,active,1963-12-15,2021-11-16,Henry.King57051@aol.com,Saskatchewan,,+13067486590
1103,Zoey,Cameron,female,English,0,No, physical,active,1960-01-09,2021-11-16,Zoey.Cameron77547@yahoo.com,Ontario,,+12498339319
1104,Levi,MacDonald,male,English,1,Yes, physical,active,1998-07-23,2021-03-03,Levi.MacDonald87320@gmx.com,British Columbia,,+12502316023
1105,Liam,Nguyen,male,English,1,Yes, physical,active,1992-12-01,2021-01-23,Liam.Nguyen90655@mail.com,Ontario,,+19053037618
1106,Owen,MacDonald,male,French,1,Yes,business,active,1992-12-05,2021-09-13,Owen.MacDonald29779@gmx.com,Saskatchewan,,+16399170830
1107,Mila,Martin,female,English,0,Yes, physical,active,1998-09-12,2020-09-23,Mila.Martin42378@aol.com,Ontario,,+12491986767
1108,William,Johnston,male,English,0,No, physical,active,1972-05-15,2021-11-29,William.Johnston47103@yahoo.com,Alberta,,+17808570193
1109,Mia,Leblanc,female,English,1,Yes, physical,active,1950-01-31,2021-12-26,Mia.Leblanc86670@gmail.com,Ontario,,+12895536061
1110,Liam,King,male,English,1,No, physical,active,1955-01-14,2020-09-03,Liam.King70672@gmail.com,Ontario,,+12498282370
1111,Zoey,MacDonald,female,English,1,No, physical,active,1992-07-21,2020-05-13,Zoey.MacDonald738@yahoo.com,Ontario,,+12493933338
1112,Jacob,Richard,male,English,0,No, physical,active,1991-05-04,2021-04-17,Jacob.Richard89743@mail.com,Quebec,,+14382389793
1113,Ellie,Evans,female,French,0,Yes, physical,active,1999-11-09,2020-07-10,Ellie.Evans29374@aol.com,Quebec,,+15792428264
1114,Jack,Johnston,male,French,0,No, physical,active,1985-04-19,2020-09-08,Jack.Johnston80800@hotmail.com,Nova Scotia,,+17829644924
1115,Isla,Michaud,female,French,0,Yes,business,active,1952-06-04,2021-05-25,Isla.Michaud91906@yahoo.com,Quebec,,+15816335165
1116,Riley,Morrison,female,Chinese,1,Yes, physical,active,1995-12-23,2021-05-30,Riley.Morrison647@hotmail.com,Quebec,,+18736660154
1117,Leo,Morin,male,English,0,Yes, physical,active,1942-07-16,2021-07-29,Leo.Morin17711@gmx.com,British Columbia,,+16728930718
1118,Ava,Martin,female,English,0,Yes,business,active,1959-08-29,2020-07-12,Ava.Martin45629@hotmail.com,Nova Scotia,,+17824057628
1119,Aria,Leblanc,female,French,0,No, physical,active,1992-06-19,2021-10-13,Aria.Leblanc35903@hotmail.com,Ontario,,+12898897468
1120,Everly,Pelletier,female,English,1,Yes, physical,active,1972-09-07,2020-01-05,Everly.Pelletier55253@mail.com,Alberta,,+15877747267
1121,Nora,Khan,female,English,1,No, physical,active,1967-05-02,2020-11-12,Nora.Khan60197@mail.com,Alberta,,+17801435024
1122,Miles,Lapointe,male,English,0,No, physical,active,1987-10-26,2021-11-06,Miles.Lapointe51493@mail.com,British Columbia,,+12501087064
1123,Logan,Levesque,male,English,0,No, physical,active,1974-03-09,2020-12-13,Logan.Levesque62646@aol.com,New Brunswick,,+15062738858
1124,Miles,Chen,male,English,0,Yes, physical,active,1940-01-27,2021-11-28,Miles.Chen4620@gmail.com,Ontario,,+15196110662
1125,Levi,Belanger,male,English,0,Yes, physical,active,1945-01-04,2020-04-15,Levi.Belanger96388@gmx.com,Nova Scotia,,+17829590466
1126,Emma,Michaud,female,English,0,No, physical,active,1965-05-06,2020-04-09,Emma.Michaud37786@mail.com,Ontario,,+13435682826
1127,Mason,Kennedy,male,English,1,No, physical,active,2002-11-11,2020-10-26,Mason.Kennedy23557@gmx.com,New Brunswick,,+15063542809
1128,Jackson,Hall,male,English,1,Yes, physical,active,1977-05-08,2020-04-15,Jackson.Hall79331@mail.com,Ontario,,+12891482104
1129,Mila,Nadeau,female,English,1,Yes, physical,inactive,1968-09-08,2021-09-30,Mila.Nadeau74162@yahoo.com,Quebec,,+14501519530
1130,Grayson,Ouellet,male,French,1,No, physical,active,1994-11-23,2021-10-09,Grayson.Ouellet49297@hotmail.com,Alberta,,+14035521381
1131,Owen,Michaud,male,French,0,No,business,active,1974-11-19,2020-10-18,Owen.Michaud36699@gmx.com,Manitoba,,+12044312868
1132,Miles,Lewis,male,French,0,No, physical,active,1959-01-11,2021-04-30,Miles.Lewis94633@gmx.com,Ontario,,+13439255266
1133,James,Johnston,male,English,0,No,business,inactive,1977-07-01,2020-10-18,James.Johnston22166@gmail.com,Quebec,,+18736299037
1134,Henry,Reynolds,male,English,1,Yes, physical,active,1963-07-19,2021-10-21,Henry.Reynolds47995@hotmail.com,Ontario,,+13656750662
1135,Leo,Graham,male,English,0,Yes, physical,active,1968-08-06,2021-02-11,Leo.Graham17241@yahoo.com,Ontario,,+18076771635
1136,Sophia,Jackson,female,English,0,Yes, physical,active,1949-10-18,2021-07-02,Sophia.Jackson52577@gmail.com,Ontario,,+18073349468
1137,Everly,Jackson,female,English,1,Yes, physical,active,1973-01-22,2020-09-22,Everly.Jackson9577@hotmail.com,Quebec,,+15812834896
1138,Ethan,Johnson,male,English,1,Yes, physical,active,1981-12-30,2021-05-19,Ethan.Johnson12419@aol.com,Ontario,,+12899935423
1139,Scarlett,Patel,female,French,1,Yes, physical,active,1977-12-24,2020-02-17,Scarlett.Patel19936@hotmail.com,British Columbia,,+16723403396
1140,Grayson,Cameron,male,English,0,Yes, physical,active,1987-09-01,2021-01-31,Grayson.Cameron86743@yahoo.com,British Columbia,,+16044496675
1141,Scarlett,Landry,female,French,0,No, physical,active,1995-03-02,2020-04-09,Scarlett.Landry56524@hotmail.com,Ontario,,+14165918235
1142,Zoey,Nadeau,female,English,1,Yes, physical,active,1949-03-31,2020-06-20,Zoey.Nadeau24891@yahoo.com,Quebec,,+18198329636
1143,Jacob,Belanger,male,English,0,No, physical,active,1950-01-13,2021-05-31,Jacob.Belanger30722@mail.com,Quebec,,+14387538755
1144,Isabella,Robinson,female,French,0,Yes, physical,active,1944-01-24,2020-12-11,Isabella.Robinson33435@gmx.com,Ontario,,+15484132688
1145,Emma,Fortin,female,English,0,No,business,active,1940-05-01,2020-09-04,Emma.Fortin64473@gmx.com,Ontario,,+17056495220
1146,Jacob,Davis,male,English,0,Yes, physical,active,1970-11-03,2020-09-29,Jacob.Davis40769@aol.com,Manitoba,,+12047574018
1147,Lucas,Johnston,male,English,1,No, physical,active,1943-01-11,2021-07-16,Lucas.Johnston64226@mail.com,Ontario,,+17056925042
1148,Hannah,Khan,female,English,0,Yes, physical,active,1948-07-30,2020-03-14,Hannah.Khan99599@aol.com,Ontario,,+12496175270
1149,Charlotte,Murray,female,English,0,No, physical,active,1949-07-29,2021-08-30,Charlotte.Murray79781@yahoo.com,Ontario,,+12491281428
1150,Levi,Graham,male,English,1,No, physical,active,1940-08-16,2020-06-11,Levi.Graham78275@gmx.com,British Columbia,,+16042392491
1151,Lily,Bouchard,female,English,0,Yes, physical,active,1987-08-12,2021-07-19,Lily.Bouchard71809@mail.com,Nova Scotia,,+17825837272
1152,Miles,Anderson,male,English,1,No, physical,active,1965-02-17,2021-09-12,Miles.Anderson81113@yahoo.com,Quebec,,+18732015594
1153,Riley,Ouellet,female,English,0,Yes, physical,active,1963-04-08,2021-09-25,Riley.Ouellet95498@mail.com,Alberta,,+14038360491
1154,Mila,Grant,female,English,1,No,business,active,1987-03-17,2021-04-24,Mila.Grant87882@yahoo.com,Ontario,,+18079601324
1155,Sophia,Landry,female,English,1,No, physical,active,1990-11-13,2020-06-09,Sophia.Landry13036@hotmail.com,Ontario,,+19052061549
1156,Oliver,Lin,male,English,1,Yes, physical,active,1980-06-07,2020-01-03,Oliver.Lin91996@mail.com,Ontario,,+18078022962
1157,Olivia,Gauthier,female,English,0,No, physical,active,1989-12-08,2020-03-15,Olivia.Gauthier98624@hotmail.com,Saskatchewan,,+13062676380
1158,Chloe,Graham,female,English,1,No, physical,active,1987-06-16,2021-03-08,Chloe.Graham78557@gmx.com,Ontario,,+13437624513
1159,Mila,Levesque,female,French,1,Yes, physical,active,2002-08-07,2021-04-15,Mila.Levesque82928@aol.com,Ontario,,+12894714106
1160,Hannah,Levesque,female,English,0,Yes, physical,active,1954-03-07,2021-10-14,Hannah.Levesque88744@yahoo.com,British Columbia,,+16723684885
1161,Isla,Lin,female,French,0,Yes, physical,active,1954-02-25,2020-03-25,Isla.Lin59625@hotmail.com,British Columbia,,+16728113902
1162,Jackson,Peters,male,English,1,Yes, physical,active,1978-08-20,2021-06-12,Jackson.Peters75228@aol.com,Quebec,,+18196857654
1163,Ellie,King,female,English,1,Yes, physical,active,1994-12-17,2021-10-08,Ellie.King88140@yahoo.com,Quebec,,+18197157820
1164,Owen,Ouellet,male,English,0,No, physical,inactive,1964-03-28,2021-02-18,Owen.Ouellet25292@gmail.com,Ontario,,+12899765967
1165,Olivia,Morin,female,English,0,Yes, physical,inactive,1965-12-17,2021-03-31,Olivia.Morin46232@mail.com,Ontario,,+19051282495
1166,Aria,Cote,female,French,1,No, physical,active,1950-04-22,2021-12-07,Aria.Cote30296@yahoo.com,Quebec,,+15143096979
1167,Amelia,Girard,female,English,1,Yes, physical,active,1998-03-29,2021-07-04,Amelia.Girard8488@gmx.com,Ontario,,+12894711944
1168,Zoey,Murphy,female,English,1,No,business,active,2003-01-22,2020-01-17,Zoey.Murphy40278@yahoo.com,Prince Edward Island,,+19029233913
1169,Miles,Chen,male,English,1,No, physical,active,1947-01-02,2021-06-13,Miles.Chen49311@mail.com,British Columbia,,+16046236922
1170,Benjamin,Morrison,male,English,1,No, physical,active,1961-04-06,2020-12-13,Benjamin.Morrison62236@aol.com,Quebec,,+15815197255
1171,Oliver,Morin,male,English,0,Yes, physical,active,1962-04-21,2020-03-20,Oliver.Morin81286@mail.com,Ontario,,+19059141691
1172,Noah,Patel,male,English,1,Yes, physical,active,1997-06-26,2021-09-21,Noah.Patel85721@hotmail.com,Ontario,,+18072796974
1173,Mila,Robinson,female,English,1,Yes, physical,active,1970-05-06,2020-05-13,Mila.Robinson12164@mail.com,Newfoundland and Labrador,,+17094807516
1174,Lily,Pelletier,female,English,1,Yes, physical,active,1964-12-08,2021-09-14,Lily.Pelletier19962@gmail.com,Manitoba,,+12046430835
1175,Jackson,Graham,male,French,0,No, physical,inactive,1973-04-21,2021-04-05,Jackson.Graham14694@mail.com,Quebec,,+14185394174
1176,Mila,Gill,female,English,0,No, physical,active,1975-04-04,2021-10-28,Mila.Gill24915@hotmail.com,Ontario,,+13658235140
1177,Elliot,Martin,male,English,1,Yes, physical,active,1963-12-19,2021-05-06,Elliot.Martin19528@aol.com,Ontario,,+14373429605
1178,Ava,Nguyen,female,English,1,Yes, physical,active,1996-04-16,2020-01-17,Ava.Nguyen59954@gmx.com,Ontario,,+14166514850
1179,Riley,Martin,female,English,1,No, physical,active,1953-11-18,2020-07-19,Riley.Martin59430@hotmail.com,Alberta,,+17809871607
1180,Mason,Peters,male,English,1,Yes, physical,active,1989-06-12,2020-05-17,Mason.Peters61267@gmail.com,Ontario,,+16479510543
1181,Alexander,Cote,male,English,1,No, physical,active,1949-02-11,2021-06-04,Alexander.Cote9468@yahoo.com,Ontario,,+12892129837
1182,Charlotte,Pelletier,female,English,0,Yes, physical,active,1951-11-19,2020-01-12,Charlotte.Pelletier47404@aol.com,British Columbia,,+12504936322
1183,Logan,Lavoie,male,English,1,No, physical,active,1990-08-13,2021-10-27,Logan.Lavoie59046@gmail.com,Ontario,,+13432037334
1184,Jacob,Morin,male,English,1,Yes, physical,active,2000-11-14,2020-10-16,Jacob.Morin68159@yahoo.com,British Columbia,,+12368906787
1185,Riley,Cote,female,French,1,No, physical,active,1984-08-12,2021-07-02,Riley.Cote90283@mail.com,Ontario,,+12494206106
1186,Jackson,Patel,male,English,0,Yes, physical,active,1969-06-23,2021-05-23,Jackson.Patel84826@mail.com,British Columbia,,+17787698063
1187,Avery,Campbell,female,English,1,No, physical,active,1964-02-20,2020-09-28,Avery.Campbell39047@mail.com,Ontario,,+12896772637
1188,Mason,Graham,male,English,0,Yes, physical,inactive,1955-08-12,2020-09-12,Mason.Graham79079@aol.com,New Brunswick,,+15068268105
1189,Luca,Richard,male,French,1,Yes, physical,inactive,1974-02-25,2021-08-18,Luca.Richard96790@gmx.com,British Columbia,,+16046921422
1190,Emma,Harris,female,French,0,Yes, physical,active,1997-07-25,2021-02-03,Emma.Harris21573@gmx.com,Ontario,,+12896714571
1191,Avery,Girard,female,French,0,Yes, physical,active,1970-07-05,2020-12-16,Avery.Girard49656@gmx.com,Ontario,,+14165856524
1192,Charlotte,Lewis,female,English,0,No,business,active,1973-11-26,2020-11-08,Charlotte.Lewis37658@yahoo.com,Ontario,,+15197375935
1193,Miles,Kennedy,male,English,0,Yes, physical,active,1956-08-12,2021-07-14,Miles.Kennedy387@gmx.com,Quebec,,+18195099169
1194,Aria,Lapointe,female,English,0,No, physical,active,1959-10-07,2021-03-22,Aria.Lapointe30426@yahoo.com,Quebec,,+13679979296
1195,Mason,Lavoie,male,English,1,Yes, physical,active,1962-04-09,2021-10-21,Mason.Lavoie29190@gmx.com,Quebec,,+14505827572
1196,Owen,Cote,male,English,1,Yes, physical,active,1966-04-16,2020-01-26,Owen.Cote14061@gmail.com,Quebec,,+13679986942
1197,Ethan,Robinson,male,French,0,Yes, physical,active,2001-05-26,2020-04-16,Ethan.Robinson2178@yahoo.com,Ontario,,+16137939378
1198,Sophia,Nadeau,female,English,1,Yes, physical,active,1982-02-21,2020-12-25,Sophia.Nadeau83295@gmail.com,Quebec,,+18192190940
1199,Jackson,Fortin,male,Chinese,0,Yes, physical,active,1960-12-25,2021-02-26,Jackson.Fortin73028@yahoo.com,Quebec,,+15791713711
1200,Jackson,Davis,male,English,0,No, physical,active,1957-04-04,2021-07-20,Jackson.Davis36750@mail.com,Ontario,,+12261568416
1201,Luca,Cameron,male,English,1,No, physical,active,1960-06-06,2021-06-28,Luca.Cameron17129@aol.com,Quebec,,+14507474563
1202,Ellie,Johnson,female,English,0,No, physical,active,1987-04-02,2021-04-01,Ellie.Johnson81369@mail.com,Alberta,,+14033762382
1203,Zoey,Gill,female,English,1,Yes,business,active,1975-06-01,2021-06-23,Zoey.Gill84545@yahoo.com,Ontario,,+12495859094
1204,Charlotte,Rogen,female,English,1,Yes, physical,active,2002-06-08,2020-07-09,Charlotte.Rogen77958@hotmail.com,Quebec,,+15143654565
1205,Logan,Mitchell,male,French,0,No,business,active,1966-09-29,2021-05-09,Logan.Mitchell96159@yahoo.com,Northwest Territories,,+18677539870
1206,Levi,Martin,male,English,0,Yes, physical,active,1950-04-11,2020-08-23,Levi.Martin80664@gmx.com,Quebec,,+18732023665
1207,Charlotte,Bouchard,female,French,1,No, physical,active,1970-04-03,2020-02-13,Charlotte.Bouchard84993@gmail.com,Alberta,,+15877110034
1208,Nora,Morrison,female,French,0,Yes, physical,active,1983-04-25,2020-01-25,Nora.Morrison12619@aol.com,Ontario,,+14162300073
1209,Jackson,Harris,male,French,0,Yes, physical,active,1964-04-12,2020-12-10,Jackson.Harris4020@mail.com,Ontario,,+13439374269
1210,Benjamin,Graham,male,French,0,Yes,business,active,1993-05-08,2020-03-02,Benjamin.Graham56795@aol.com,Ontario,,+16472483934
1211,Leah,Beaulieu,female,English,1,No, physical,active,1949-08-10,2021-12-23,Leah.Beaulieu1381@mail.com,Ontario,,+17059599907
1212,Emma,Leblanc,female,English,1,No, physical,active,1960-04-16,2021-10-01,Emma.Leblanc32536@hotmail.com,Alberta,,+18252657622
1213,Leah,Johnston,female,French,1,No, physical,active,1991-08-23,2020-08-20,Leah.Johnston43416@gmail.com,Alberta,,+15878784025
1214,Noah,Richard,male,English,0,No, physical,active,1982-12-26,2021-07-04,Noah.Richard6717@hotmail.com,British Columbia,,+16042967175
1215,William,Murray,male,English,1,Yes, physical,active,1982-12-07,2021-12-02,William.Murray19789@mail.com,Alberta,,+17804665226
1216,Jack,Patel,male,French,1,No, physical,active,1952-11-07,2020-12-03,Jack.Patel45976@yahoo.com,Ontario,,+14167772112
1217,Miles,Patel,male,English,1,Yes,business,active,1950-06-24,2020-05-15,Miles.Patel61502@gmail.com,British Columbia,,+16043589789
1218,Ellie,Kennedy,female,English,0,Yes, physical,active,1956-06-06,2020-07-05,Ellie.Kennedy61625@gmx.com,Quebec,,+14188783923
1219,Sophia,Johnson,female,English,1,Yes, physical,active,1966-10-11,2021-07-25,Sophia.Johnson35797@aol.com,Ontario,,+12268457444
1220,Scarlett,Peters,female,English,1,Yes, physical,active,1973-09-07,2020-07-27,Scarlett.Peters73047@yahoo.com,Ontario,,+13658496303
1221,Ellie,Murray,female,English,0,Yes, physical,active,1982-03-12,2020-08-29,Ellie.Murray18636@mail.com,Alberta,,+17807723679
1222,Charlie,Nadeau,female,French,0,No, physical,inactive,1958-08-18,2020-08-13,Charlie.Nadeau84482@aol.com,Quebec,,+15148310903
1223,Avery,Chen,female,English,0,Yes,business,active,1989-09-16,2020-05-08,Avery.Chen76050@gmail.com,Alberta,,+15873417582
1224,Ellie,Bouchard,female,English,0,Yes, physical,active,1970-06-06,2020-12-10,Ellie.Bouchard39535@gmail.com,Quebec,,+18196269888
1225,Benjamin,Beaulieu,male,French,0,No, physical,active,2000-08-30,2020-09-04,Benjamin.Beaulieu82966@hotmail.com,Quebec,,+14503157839
1226,Jack,King,male,English,0,No, physical,active,2002-02-01,2021-04-15,Jack.King23606@mail.com,Ontario,,+16138953864
1227,Mila,Graham,female,English,1,No, physical,active,1964-03-06,2021-06-02,Mila.Graham32709@mail.com,Saskatchewan,,+16391280876
1228,James,Girard,male,English,0,No, physical,active,2002-11-24,2021-04-29,James.Girard83287@hotmail.com,British Columbia,,+12367393748
1229,Olivia,Harris,female,French,0,Yes, physical,active,1946-07-12,2021-01-30,Olivia.Harris39370@yahoo.com,Alberta,,+14033489503
1230,Ava,King,female,French,0,Yes, physical,inactive,1952-09-01,2021-09-15,Ava.King45486@yahoo.com,Alberta,,+18257853351
1231,Ava,Cote,female,French,0,No, physical,active,1999-03-16,2021-02-14,Ava.Cote72707@hotmail.com,Nova Scotia,,+19028325253
1232,Levi,Grant,male,English,1,No, physical,active,1965-12-20,2021-07-12,Levi.Grant92438@aol.com,Ontario,,+17053775623
1233,Riley,Murray,female,French,1,Yes, physical,active,1966-03-03,2020-02-18,Riley.Murray56331@mail.com,Newfoundland and Labrador,,+17094593578
1234,Lily,Campbell,female,English,0,Yes, physical,active,1955-09-21,2020-03-10,Lily.Campbell45787@mail.com,Quebec,,+15816668989
1235,Alexander,MacDonald,male,English,1,Yes, physical,active,1946-10-27,2020-10-03,Alexander.MacDonald36094@gmail.com,Ontario,,+18079921781
1236,Isla,Gill,female,English,0,No, physical,active,1986-06-06,2020-04-26,Isla.Gill16962@yahoo.com,Quebec,,+18736159364
1237,Owen,Rogen,male,English,1,Yes, physical,active,1970-01-05,2020-11-07,Owen.Rogen27120@hotmail.com,Ontario,,+13656604044
1238,Elliot,Anderson,male,French,1,Yes, physical,active,1945-08-29,2020-10-18,Elliot.Anderson75421@aol.com,Saskatchewan,,+13063400300
1239,Luca,Gauthier,male,English,0,No, physical,active,1975-07-08,2020-09-13,Luca.Gauthier54904@gmail.com,Ontario,,+13434337933
1240,Avery,Khan,female,English,0,No, physical,active,1954-01-08,2020-12-21,Avery.Khan77190@mail.com,Alberta,,+14035723892
1241,Liam,Mitchell,male,English,0,No, physical,active,1990-11-19,2020-07-31,Liam.Mitchell442@yahoo.com,Quebec,,+14384302657
1242,Isla,Gauthier,female,French,1,No, physical,active,1991-03-28,2021-01-11,Isla.Gauthier65202@aol.com,Nova Scotia,,+19024782671
1243,Charlotte,Lavoie,female,English,0,No, physical,active,1964-08-25,2020-02-06,Charlotte.Lavoie51478@yahoo.com,Manitoba,,+12044283950
1244,Charlie,Bouchard,female,English,1,Yes,business,active,1996-07-23,2020-12-19,Charlie.Bouchard90199@gmx.com,Ontario,,+12497416836
1245,Lucas,Patel,male,English,1,No, physical,active,1959-05-26,2020-11-25,Lucas.Patel70026@mail.com,Ontario,,+13432400692
