customer_id,first_name,last_name,gender,age,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,geo,termination_date,msisdn
10408,Liam,Johnston,male,1992,French,0,Yes, physical,active,1992-08-14,2021-01-25,Liam.Johnston34508@mail.com,Ontario,"[43.684345,-79.431292]",,+14374329752
10409,Riley,Cote,female,1948,French,1,No, physical,active,1948-01-13,2020-05-16,Riley.Cote5358@aol.com,Manitoba,"[49.887898, -97.134185]",,+12046207881
10410,Theodore,Nguyen,male,1946,Chinese,1,Yes, physical,active,1946-09-03,2020-05-27,Theodore.Nguyen881@gmail.com,Ontario,"[43.684345,-79.431292]",,+12498714305
10411,Logan,Mitchell,male,1992,English,1,No, physical,active,1992-04-13,2021-10-13,Logan.Mitchell2889@mail.com,Ontario,"[43.684345,-79.431292]",,+17055793230
10412,Oliver,Hall,male,1980,English,1,Yes, physical,active,1980-05-21,2021-04-12,Oliver.Hall33303@aol.com,Quebec,"[46.807102,-71.211788]",,+14382609176
10413,Jackson,Jackson,male,1943,French,1,No, physical,active,1943-05-16,2021-10-13,Jackson.Jackson81497@mail.com,Alberta,"[53.530798,-113.511802]",,+18258479840
10414,Sophia,Morin,female,1947,English,0,No, physical,active,1947-11-22,2021-09-29,Sophia.Morin49607@gmail.com,Alberta,"[53.530798,-113.511802]",,+15872169322
10415,Jackson,Grant,male,1959,French,0,No, physical,inactive,1959-11-30,2021-04-03,Jackson.Grant89670@aol.com,Quebec,"[46.807102,-71.211788]",,+14384305571
10416,Charlie,Lin,female,1946,French,1,Yes, physical,active,1946-09-19,2021-02-27,Charlie.Lin4099@yahoo.com,Ontario,"[43.684345,-79.431292]",,+19059716054
10417,Jack,Jackson,male,1941,French,0,No, physical,active,1941-02-18,2020-12-29,Jack.Jackson26410@hotmail.com,Quebec,"[46.807102,-71.211788]",,+18735073819
10418,Ethan,Lavoie,male,1971,English,1,No,business,active,1971-09-28,2021-11-10,Ethan.Lavoie30234@gmx.com,Quebec,"[46.807102,-71.211788]",,+18199822786
10419,Avery,Leblanc,female,1959,English,0,No, physical,active,1959-12-08,2020-01-09,Avery.Leblanc12809@gmail.com,Ontario,"[43.684345,-79.431292]",,+17059611927
10420,Mateo,Bouchard,male,1981,English,0,No, physical,active,1981-11-22,2020-01-05,Mateo.Bouchard57903@hotmail.com,Ontario,"[43.684345,-79.431292]",,+14371304570
10421,Lucas,Jackson,male,1962,English,0,Yes, physical,active,1962-09-24,2021-05-11,Lucas.Jackson84286@gmx.com,Ontario,"[43.684345,-79.431292]",,+15196814090
10422,Leah,Levesque,female,1960,English,0,No, physical,active,1960-02-18,2021-08-10,Leah.Levesque71644@yahoo.com,Quebec,"[46.807102,-71.211788]",,+18192768507
10423,Isla,Michaud,female,1976,English,0,No, physical,active,1976-02-19,2020-12-25,Isla.Michaud54771@mail.com,Alberta,"[53.530798,-113.511802]",,+17803109998
10424,William,Fortin,male,2000,Chinese,1,No, physical,active,2000-04-20,2020-09-25,William.Fortin74771@mail.com,Manitoba,"[49.887898, -97.134185]",,+14315197300
10425,Benjamin,Leblanc,male,1999,English,0,Yes, physical,active,1999-07-06,2020-02-22,Benjamin.Leblanc59586@gmx.com,Ontario,"[43.684345,-79.431292]",,+13652275636
10426,Leah,Johnston,female,1990,English,1,No,business,active,1990-01-20,2020-02-18,Leah.Johnston70766@yahoo.com,Quebec,"[46.807102,-71.211788]",,+18195760244
10427,Jackson,Rogen,male,1955,French,0,No, physical,active,1955-06-13,2021-10-06,Jackson.Rogen86914@yahoo.com,Ontario,"[43.684345,-79.431292]",,+19052024054
10428,Noah,Ouellet,male,1969,French,0,No, physical,active,1969-10-09,2021-08-19,Noah.Ouellet53601@aol.com,Quebec,"[46.807102,-71.211788]",,+14384649977
10429,Grayson,MacDonald,male,1993,English,0,Yes, physical,active,1993-02-14,2021-01-19,Grayson.MacDonald79062@gmx.com,Quebec,"[46.807102,-71.211788]",,+14506453950
10430,Lily,Lin,female,1951,English,0,Yes, physical,active,1951-10-02,2020-11-12,Lily.Lin18884@gmx.com,Ontario,"[43.684345,-79.431292]",,+18072562479
10431,Elliot,Cameron,male,1982,English,1,No, physical,active,1982-11-03,2020-08-11,Elliot.Cameron24449@yahoo.com,Alberta,"[53.530798,-113.511802]",,+15878757955
10432,Ava,Pelletier,female,1980,French,1,No, physical,active,1980-07-03,2021-09-01,Ava.Pelletier8311@yahoo.com,British Columbia,"[48.423095,-123.366788]",,+17781444537
10433,Noah,Peters,male,1973,French,0,Yes, physical,active,1973-05-17,2021-12-15,Noah.Peters23123@gmx.com,Ontario,"[43.684345,-79.431292]",,+13654341878
10434,Mason,Gagnon,male,1942,French,0,No, physical,inactive,1942-12-18,2021-01-11,Mason.Gagnon17628@yahoo.com,Quebec,"[46.807102,-71.211788]",,+15794012740
10435,Charlie,Anderson,female,1958,French,1,No, physical,active,1958-05-25,2021-03-21,Charlie.Anderson68706@hotmail.com,Quebec,"[46.807102,-71.211788]",,+14503943972
10436,Mason,Ouellet,male,1993,English,0,Yes, physical,active,1993-05-09,2021-01-31,Mason.Ouellet95989@gmail.com,Nova Scotia,"[44.653761, -63.601324]",,+17826471424
10437,Charlie,Campbell,female,1952,French,0,Yes,business,inactive,1952-04-24,2021-11-22,Charlie.Campbell9647@gmail.com,Ontario,"[43.684345,-79.431292]",,+19059304768
10438,Aria,Cote,female,1964,French,0,No, physical,inactive,1964-03-05,2020-11-22,Aria.Cote14742@hotmail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17092256625
10439,Emma,Khan,female,1999,French,1,Yes, physical,inactive,1999-09-16,2021-04-19,Emma.Khan95507@hotmail.com,Alberta,"[53.530798,-113.511802]",,+15873726463
10440,Nora,Pelletier,female,1979,English,0,Yes, physical,active,1979-05-16,2021-05-18,Nora.Pelletier7462@aol.com,Ontario,"[43.684345,-79.431292]",,+12499162690
10441,Amelia,Richard,female,1963,English,1,No, physical,active,1963-05-27,2020-02-28,Amelia.Richard90465@hotmail.com,Ontario,"[43.684345,-79.431292]",,+12266827299
10442,Mateo,Beaulieu,male,1984,English,1,No, physical,active,1984-12-05,2020-07-09,Mateo.Beaulieu16045@hotmail.com,British Columbia,"[48.423095,-123.366788]",,+12503109666
10443,Aria,Fortin,female,1959,English,0,No, physical,active,1959-08-24,2021-06-01,Aria.Fortin13140@yahoo.com,Quebec,"[46.807102,-71.211788]",,+15817522366
10444,Henry,Martin,male,1964,English,1,Yes, physical,active,1964-08-13,2021-02-01,Henry.Martin21220@aol.com,Ontario,"[43.684345,-79.431292]",,+16137747226
10445,Ellie,Hall,female,1998,English,0,No, physical,active,1998-02-28,2020-02-26,Ellie.Hall2597@gmail.com,Ontario,"[43.684345,-79.431292]",,+17052269193
10446,Alexander,Anderson,male,1980,English,0,No, physical,inactive,1980-11-08,2021-05-23,Alexander.Anderson26046@gmx.com,Ontario,"[43.684345,-79.431292]",,+15485892651
10447,Abigail,Johnson,female,1966,English,0,Yes, physical,active,1966-07-21,2020-12-24,Abigail.Johnson53490@gmail.com,Quebec,"[46.807102,-71.211788]",,+15793467148
10448,Isla,Nadeau,female,1993,English,1,No, physical,active,1993-11-11,2021-01-29,Isla.Nadeau50533@mail.com,Ontario,"[43.684345,-79.431292]",,+16471386134
10449,Ella,Lapointe,female,1947,English,0,No, physical,active,1947-02-20,2021-01-30,Ella.Lapointe541@mail.com,Quebec,"[46.807102,-71.211788]",,+14509647584
10450,Ella,Johnson,female,1978,English,1,Yes, physical,active,1978-01-02,2020-08-12,Ella.Johnson81608@mail.com,Ontario,"[43.684345,-79.431292]",,+18076133835
10451,Abigail,Murphy,female,1951,English,0,No, physical,active,1951-05-28,2021-12-13,Abigail.Murphy5262@gmx.com,Ontario,"[43.684345,-79.431292]",,+12898770401
10452,Isla,Hall,female,2001,English,1,Yes,business,active,2001-05-22,2021-10-04,Isla.Hall52701@aol.com,Quebec,"[46.807102,-71.211788]",,+14182527030
10453,Isabella,MacDonald,female,1956,English,0,No, physical,active,1956-12-01,2020-01-20,Isabella.MacDonald16816@aol.com,Saskatchewan,"[50.464050, -104.605617]",,+13067490585
10454,Henry,Lewis,male,1967,French,0,Yes, physical,active,1967-01-26,2020-12-05,Henry.Lewis27580@gmx.com,British Columbia,"[48.423095,-123.366788]",,+12366995089
10455,Charlotte,Girard,female,1980,English,0,Yes, physical,active,1980-04-24,2020-05-02,Charlotte.Girard16200@mail.com,Ontario,"[43.684345,-79.431292]",,+19059581397
10456,Alexander,Patel,male,1940,English,0,No, physical,inactive,1940-10-01,2021-10-19,Alexander.Patel79929@gmail.com,Ontario,"[43.684345,-79.431292]",,+15487575854
10457,Oliver,Beaulieu,male,1949,English,1,No, physical,active,1949-05-30,2021-04-09,Oliver.Beaulieu73187@gmx.com,Ontario,"[43.684345,-79.431292]",,+19054180631
10458,Lucas,Beaulieu,male,1995,French,0,Yes, physical,active,1995-03-31,2021-03-16,Lucas.Beaulieu64805@gmx.com,Ontario,"[43.684345,-79.431292]",,+19059196959
10459,Amelia,Reynolds,female,1943,English,1,Yes, physical,active,1943-03-20,2020-08-01,Amelia.Reynolds17401@gmail.com,Ontario,"[43.684345,-79.431292]",,+16476381521
10460,Lucas,Fortin,male,2002,English,0,No, physical,active,2002-02-01,2020-06-19,Lucas.Fortin39523@aol.com,Ontario,"[43.684345,-79.431292]",,+16473869181
10461,Owen,Morin,male,1958,English,1,No, physical,inactive,1958-12-19,2021-05-12,Owen.Morin12364@hotmail.com,Quebec,"[46.807102,-71.211788]",,+13679413987
10462,Leo,Davis,male,1995,English,1,Yes, physical,active,1995-03-17,2020-07-03,Leo.Davis35896@mail.com,New Brunswick,"[45.956694, -66.658084]",,+15069765857
10463,Noah,Murphy,male,1964,English,1,Yes, physical,active,1964-05-03,2020-11-18,Noah.Murphy25255@hotmail.com,Quebec,"[46.807102,-71.211788]",,+15147470864
10464,Lucas,King,male,1955,French,1,No, physical,inactive,1955-01-19,2020-03-16,Lucas.King83648@hotmail.com,Ontario,"[43.684345,-79.431292]",,+12491663473
10465,Liam,Khan,male,2004,English,1,Yes, physical,active,2004-01-12,2021-10-24,Liam.Khan59527@mail.com,Ontario,"[43.684345,-79.431292]",,+14169506442
10466,Ava,Mitchell,female,1958,English,0,No, physical,active,1958-07-10,2020-01-20,Ava.Mitchell22976@aol.com,Alberta,"[53.530798,-113.511802]",,+18258542414
10467,Ava,Morrison,female,1961,English,0,Yes, physical,active,1961-05-13,2021-07-17,Ava.Morrison39606@aol.com,Quebec,"[46.807102,-71.211788]",,+15792160476
10468,Mason,Cote,male,1992,English,1,No, physical,active,1992-07-16,2021-02-19,Mason.Cote50514@gmx.com,Ontario,"[43.684345,-79.431292]",,+19057486577
10469,Nathan,Landry,male,1949,French,0,No, physical,active,1949-01-09,2020-06-28,Nathan.Landry84305@aol.com,Alberta,"[53.530798,-113.511802]",,+18255946939
10470,Scarlett,Johnson,female,2002,French,0,Yes, physical,active,2002-10-16,2021-12-30,Scarlett.Johnson61149@gmail.com,Ontario,"[43.684345,-79.431292]",,+17054473670
10471,Owen,Pelletier,male,1997,French,0,Yes, physical,active,1997-12-11,2020-08-18,Owen.Pelletier14297@hotmail.com,Ontario,"[43.684345,-79.431292]",,+14379768974
10472,Jack,Lavoie,male,1976,English,1,No, physical,active,1976-04-27,2020-08-22,Jack.Lavoie9590@hotmail.com,Ontario,"[43.684345,-79.431292]",,+12895564668
10473,Grayson,Lewis,male,1978,English,0,No, physical,inactive,1978-10-06,2021-12-03,Grayson.Lewis96277@gmail.com,Ontario,"[43.684345,-79.431292]",,+14378448165
10474,Owen,Cameron,male,1972,English,0,Yes, physical,inactive,1972-05-19,2021-08-11,Owen.Cameron80215@yahoo.com,Manitoba,"[49.887898, -97.134185]",,+14311780850
10475,Elliot,Evans,male,1975,English,0,Yes, physical,active,1975-08-16,2021-02-15,Elliot.Evans73810@mail.com,Manitoba,"[49.887898, -97.134185]",,+14319041701
10476,Mila,Patel,female,1989,English,1,Yes, physical,active,1989-01-02,2021-01-06,Mila.Patel80656@gmx.com,Alberta,"[53.530798,-113.511802]",,+15879312852
10477,Mateo,Nadeau,male,1979,English,1,No, physical,inactive,1979-09-29,2021-10-04,Mateo.Nadeau58606@yahoo.com,Ontario,"[43.684345,-79.431292]",,+12492514441
10478,Nathan,Cameron,male,1985,English,0,Yes, physical,active,1985-09-09,2020-11-16,Nathan.Cameron15428@gmx.com,Alberta,"[53.530798,-113.511802]",,+18252053878
10479,Everly,Michaud,female,1973,English,0,No, physical,active,1973-03-18,2021-05-21,Everly.Michaud54327@gmx.com,Ontario,"[43.684345,-79.431292]",,+16479087636
10480,James,Evans,male,1974,English,0,Yes, physical,inactive,1974-01-31,2021-09-28,James.Evans49404@mail.com,Quebec,"[46.807102,-71.211788]",,+13674091597
10481,Ethan,Graham,male,1948,English,0,Yes, physical,active,1948-01-12,2020-04-26,Ethan.Graham37472@gmail.com,Quebec,"[46.807102,-71.211788]",,+15799098832
10482,Mason,Lin,male,1972,English,0,No, physical,active,1972-06-25,2020-03-26,Mason.Lin3835@mail.com,Ontario,"[43.684345,-79.431292]",,+15488558020
10483,Ava,Gill,female,2004,French,1,No, physical,active,2004-02-15,2021-06-21,Ava.Gill96463@gmail.com,Ontario,"[43.684345,-79.431292]",,+16474945557
10484,Henry,Morin,male,1999,English,0,No, physical,active,1999-07-20,2020-03-31,Henry.Morin52695@hotmail.com,Quebec,"[46.807102,-71.211788]",,+13678668043
10485,Emma,Robinson,female,1943,English,0,No, physical,active,1943-03-20,2021-10-20,Emma.Robinson55896@aol.com,Quebec,"[46.807102,-71.211788]",,+14501635295
10486,Everly,MacDonald,female,1942,French,0,Yes, physical,inactive,1942-01-04,2021-11-07,Everly.MacDonald1095@gmx.com,Ontario,"[43.684345,-79.431292]",,+12899007857
10487,Olivia,Peters,female,1958,English,0,Yes, physical,active,1958-04-11,2020-07-05,Olivia.Peters29734@gmail.com,Ontario,"[43.684345,-79.431292]",,+18078480777
10488,Jack,Belanger,male,1954,English,0,No, physical,inactive,1954-01-13,2020-03-22,Jack.Belanger53128@yahoo.com,Quebec,"[46.807102,-71.211788]",,+14501100015
10489,Jackson,Belanger,male,1964,English,1,No,business,active,1964-07-08,2021-02-06,Jackson.Belanger16345@mail.com,Ontario,"[43.684345,-79.431292]",,+12892322123
10490,Mia,Ouellet,female,1952,French,1,No, physical,active,1952-11-18,2021-02-26,Mia.Ouellet71849@hotmail.com,Alberta,"[53.530798,-113.511802]",,+17803602710
10491,Luca,Michaud,male,1998,English,0,No,business,active,1998-12-09,2020-10-16,Luca.Michaud50056@aol.com,Ontario,"[43.684345,-79.431292]",,+14163775441
10492,Miles,Peters,male,1995,French,1,Yes, physical,active,1995-03-28,2021-08-04,Miles.Peters3967@hotmail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17094367592
10493,William,Gauthier,male,1940,English,0,No, physical,active,1940-02-07,2020-10-20,William.Gauthier57867@gmail.com,British Columbia,"[48.423095,-123.366788]",,+16723436109
10494,Alexander,Levesque,male,1949,English,1,No, physical,active,1949-02-15,2020-04-23,Alexander.Levesque45894@gmx.com,British Columbia,"[48.423095,-123.366788]",,+12501180114
10495,Mila,Murray,female,1947,English,1,Yes, physical,active,1947-12-16,2020-06-17,Mila.Murray97822@hotmail.com,Quebec,"[46.807102,-71.211788]",,+14504934894
10496,Chloe,Michaud,female,1995,English,0,No,business,active,1995-03-01,2021-10-13,Chloe.Michaud14814@hotmail.com,British Columbia,"[48.423095,-123.366788]",,+12509397332
10497,Miles,Leblanc,male,1988,English,0,Yes, physical,active,1988-11-06,2020-05-26,Miles.Leblanc24965@hotmail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17098941387
10498,Chloe,Chen,female,1978,English,1,Yes, physical,active,1978-02-19,2021-03-16,Chloe.Chen72246@aol.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17099760629
10499,Logan,Leblanc,male,2003,English,0,Yes, physical,active,2003-09-03,2021-11-03,Logan.Leblanc60378@mail.com,Ontario,"[43.684345,-79.431292]",,+12267102243
10500,Logan,Cote,male,1996,French,0,Yes, physical,active,1996-01-28,2021-02-02,Logan.Cote2686@gmx.com,Alberta,"[53.530798,-113.511802]",,+17806312556
10501,Zoey,Gagnon,female,1950,English,1,No, physical,active,1950-12-27,2020-06-01,Zoey.Gagnon48450@gmail.com,Alberta,"[53.530798,-113.511802]",,+17803682089
10502,Nathan,Nguyen,male,1950,French,1,Yes, physical,active,1950-12-08,2021-02-17,Nathan.Nguyen49041@yahoo.com,Quebec,"[46.807102,-71.211788]",,+18737534475
10503,Jack,Ouellet,male,2002,English,0,Yes, physical,active,2002-07-17,2021-12-05,Jack.Ouellet4256@aol.com,Quebec,"[46.807102,-71.211788]",,+18733393255
10504,Liam,Gauthier,male,1985,English,0,Yes, physical,active,1985-11-04,2021-10-29,Liam.Gauthier90418@gmail.com,Alberta,"[53.530798,-113.511802]",,+15873764054
10505,Jack,Johnston,male,2000,English,0,No, physical,active,2000-02-16,2020-06-05,Jack.Johnston1961@yahoo.com,Alberta,"[53.530798,-113.511802]",,+15873726575
10506,Sophia,Cote,female,1967,English,1,Yes, physical,active,1967-09-20,2020-11-24,Sophia.Cote74192@aol.com,Alberta,"[53.530798,-113.511802]",,+17809705454
10507,Jackson,Jackson,male,1988,English,0,Yes, physical,active,1988-02-03,2021-03-15,Jackson.Jackson24528@yahoo.com,Quebec,"[46.807102,-71.211788]",,+13676777456
10508,Mateo,Reynolds,male,1951,English,1,Yes, physical,active,1951-05-24,2021-04-23,Mateo.Reynolds52023@yahoo.com,Quebec,"[46.807102,-71.211788]",,+15798513079
10509,Logan,Gauthier,male,1987,English,1,Yes, physical,inactive,1987-10-11,2021-05-10,Logan.Gauthier59867@gmail.com,Quebec,"[46.807102,-71.211788]",,+14386292451
10510,Noah,Lin,male,2002,English,1,Yes, physical,active,2002-09-17,2020-02-22,Noah.Lin61622@gmx.com,Quebec,"[46.807102,-71.211788]",,+13676059968
10511,Abigail,Levesque,female,1964,English,1,No, physical,active,1964-02-24,2021-12-23,Abigail.Levesque51628@hotmail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17091281650
10512,Nathan,Michaud,male,1985,English,0,No, physical,active,1985-12-06,2021-04-13,Nathan.Michaud11337@mail.com,Ontario,"[43.684345,-79.431292]",,+12897107466
10513,Luca,Lapointe,male,1978,English,1,No, physical,active,1978-08-15,2020-04-20,Luca.Lapointe58955@hotmail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17096217277
10514,Emma,Belanger,female,1951,English,1,No, physical,active,1951-09-09,2021-02-24,Emma.Belanger69590@gmail.com,Quebec,"[46.807102,-71.211788]",,+13678702851
10515,Olivia,Khan,female,1953,English,0,No,business,active,1953-10-15,2020-01-06,Olivia.Khan43732@aol.com,British Columbia,"[48.423095,-123.366788]",,+12368865258
10516,Grayson,Peters,male,1975,English,0,No, physical,active,1975-06-14,2020-04-24,Grayson.Peters64021@aol.com,British Columbia,"[48.423095,-123.366788]",,+16723251007
10517,Owen,Robinson,male,1975,English,0,Yes, physical,active,1975-03-27,2020-11-18,Owen.Robinson96537@yahoo.com,Quebec,"[46.807102,-71.211788]",,+14384798480
10518,Mila,Grant,female,1956,English,1,No, physical,active,1956-10-16,2021-09-07,Mila.Grant45337@gmail.com,Ontario,"[43.684345,-79.431292]",,+17056943249
10519,Zoey,Gill,female,1948,English,1,No, physical,active,1948-01-11,2021-05-14,Zoey.Gill141@gmail.com,Ontario,"[43.684345,-79.431292]",,+12897959358
10520,James,Murray,male,1983,English,1,No, physical,active,1983-01-29,2020-09-08,James.Murray86332@hotmail.com,Alberta,"[53.530798,-113.511802]",,+14037834475
10521,Henry,Graham,male,1963,Chinese,1,Yes, physical,active,1963-07-16,2021-05-08,Henry.Graham11702@hotmail.com,Quebec,"[46.807102,-71.211788]",,+14185573774
10522,Jackson,Morrison,male,1940,English,1,No, physical,active,1940-03-28,2020-02-13,Jackson.Morrison95137@mail.com,Ontario,"[43.684345,-79.431292]",,+13434321365
10523,Luca,Murray,male,2003,French,1,No, physical,active,2003-11-06,2020-09-25,Luca.Murray37153@mail.com,Prince Edward Island,"[46.252084, -63.138242]",,+17823842969
10524,Scarlett,Johnston,female,1991,English,0,No, physical,active,1991-04-10,2021-10-12,Scarlett.Johnston68596@yahoo.com,Ontario,"[43.684345,-79.431292]",,+17053392870
10525,Alexander,Richard,male,1995,English,0,Yes,business,active,1995-12-07,2020-10-27,Alexander.Richard5727@aol.com,British Columbia,"[48.423095,-123.366788]",,+12503947092
10526,Avery,Leblanc,female,1966,English,0,Yes, physical,active,1966-12-20,2020-07-28,Avery.Leblanc14043@gmx.com,Ontario,"[43.684345,-79.431292]",,+13433211835
10527,Sophia,Murphy,female,1950,English,0,No,business,inactive,1950-05-22,2020-01-31,Sophia.Murphy7907@gmx.com,Ontario,"[43.684345,-79.431292]",,+15198965405
10528,Abigail,Murray,female,1993,English,0,No, physical,active,1993-11-13,2021-05-24,Abigail.Murray42924@gmail.com,Quebec,"[46.807102,-71.211788]",,+14388442675
10529,Leo,Rogen,male,1999,English,1,Yes, physical,active,1999-09-23,2020-12-15,Leo.Rogen92067@gmx.com,British Columbia,"[48.423095,-123.366788]",,+12366038703
10530,Sophia,Lavoie,female,1977,English,1,No, physical,active,1977-05-05,2021-08-30,Sophia.Lavoie99901@aol.com,Manitoba,"[49.887898, -97.134185]",,+14316934458
10531,Isabella,Rogen,female,1987,French,0,No, physical,active,1987-03-01,2021-10-31,Isabella.Rogen19843@yahoo.com,Ontario,"[43.684345,-79.431292]",,+13659843971
10532,Ethan,Martin,male,1964,French,1,Yes, physical,active,1964-03-29,2021-01-15,Ethan.Martin38476@mail.com,British Columbia,"[48.423095,-123.366788]",,+12369018387
10533,Ellie,Murphy,female,1974,English,0,Yes, physical,active,1974-01-16,2020-11-27,Ellie.Murphy4297@gmail.com,British Columbia,"[48.423095,-123.366788]",,+12501743049
10534,Scarlett,MacDonald,female,1957,French,1,Yes, physical,active,1957-06-23,2020-07-16,Scarlett.MacDonald67859@yahoo.com,Ontario,"[43.684345,-79.431292]",,+15484021481
10535,James,Beaulieu,male,1997,English,0,No, physical,inactive,1997-09-19,2020-08-26,James.Beaulieu24616@hotmail.com,Ontario,"[43.684345,-79.431292]",,+12891325086
10536,Miles,Khan,male,1978,English,1,Yes, physical,active,1978-09-13,2021-01-29,Miles.Khan5308@gmx.com,Ontario,"[43.684345,-79.431292]",,+13434441286
10537,Henry,Rogen,male,1951,English,1,No,business,active,1951-04-24,2021-05-26,Henry.Rogen34941@aol.com,Ontario,"[43.684345,-79.431292]",,+19053912159
10538,Mila,Graham,female,1947,English,0,No, physical,active,1947-05-03,2020-10-01,Mila.Graham30171@yahoo.com,Alberta,"[53.530798,-113.511802]",,+14033580847
10539,William,Murray,male,1969,English,0,No, physical,active,1969-06-12,2020-12-17,William.Murray97823@gmx.com,Ontario,"[43.684345,-79.431292]",,+12892119019
10540,Scarlett,Cameron,female,1964,English,0,Yes, physical,active,1964-11-06,2020-01-05,Scarlett.Cameron91217@hotmail.com,Ontario,"[43.684345,-79.431292]",,+13657995143
10541,Emma,Mitchell,female,2003,English,1,No, physical,active,2003-02-18,2020-01-19,Emma.Mitchell79210@mail.com,British Columbia,"[48.423095,-123.366788]",,+16726088163
10542,Scarlett,Rogen,female,1999,English,0,No, physical,active,1999-09-12,2021-04-24,Scarlett.Rogen16799@gmail.com,Alberta,"[53.530798,-113.511802]",,+17805435547
10543,Logan,Lavoie,male,1958,English,1,Yes, physical,active,1958-10-18,2021-12-24,Logan.Lavoie56615@gmail.com,Ontario,"[43.684345,-79.431292]",,+15488162723
10544,Luca,Fortin,male,1983,English,1,No, physical,active,1983-07-09,2020-01-24,Luca.Fortin19188@aol.com,Quebec,"[46.807102,-71.211788]",,+15144952319
10545,Liam,Campbell,male,2003,French,1,No, physical,active,2003-12-17,2021-03-19,Liam.Campbell45375@mail.com,Saskatchewan,"[50.464050, -104.605617]",,+13069690389
10546,Jackson,Nadeau,male,1948,English,1,No, physical,active,1948-12-04,2020-03-28,Jackson.Nadeau39320@mail.com,Quebec,"[46.807102,-71.211788]",,+13673718223
10547,Amelia,Lin,female,1987,French,0,Yes, physical,active,1987-09-16,2020-02-13,Amelia.Lin78223@hotmail.com,Ontario,"[43.684345,-79.431292]",,+19052779607
10548,Jackson,Khan,male,1961,English,0,Yes, physical,active,1961-09-13,2020-09-09,Jackson.Khan82271@yahoo.com,Quebec,"[46.807102,-71.211788]",,+13677494191
10549,Olivia,Mitchell,female,1964,English,1,Yes, physical,inactive,1964-08-09,2021-07-13,Olivia.Mitchell60859@aol.com,Alberta,"[53.530798,-113.511802]",,+15873868004
10550,Liam,Bouchard,male,2001,English,0,No,business,active,2001-05-19,2020-10-25,Liam.Bouchard82756@gmx.com,Ontario,"[43.684345,-79.431292]",,+19056985792
10551,Jack,Reynolds,male,1963,English,0,Yes,business,active,1963-08-04,2021-05-13,Jack.Reynolds60670@aol.com,Ontario,"[43.684345,-79.431292]",,+13659229871
10552,Charlie,Harris,female,1981,English,0,Yes, physical,active,1981-05-16,2020-01-05,Charlie.Harris54018@yahoo.com,British Columbia,"[48.423095,-123.366788]",,+16724967705
10553,Nathan,Gill,male,1996,English,1,No, physical,active,1996-02-21,2021-09-05,Nathan.Gill99744@hotmail.com,Quebec,"[46.807102,-71.211788]",,+15814236686
10554,Charlie,Khan,female,1954,French,1,No, physical,active,1954-12-24,2021-07-05,Charlie.Khan86112@yahoo.com,Alberta,"[53.530798,-113.511802]",,+18256753494
10555,Ava,Rogen,female,1953,English,0,Yes, physical,active,1953-07-10,2021-08-08,Ava.Rogen31430@hotmail.com,Ontario,"[43.684345,-79.431292]",,+17057557038
10556,Olivia,Kennedy,female,1947,English,1,No, physical,active,1947-12-21,2021-11-22,Olivia.Kennedy7327@yahoo.com,British Columbia,"[48.423095,-123.366788]",,+12362656992
10557,Everly,Belanger,female,1977,English,1,No, physical,inactive,1977-01-26,2021-02-04,Everly.Belanger8278@gmx.com,British Columbia,"[48.423095,-123.366788]",,+16729675043
10558,Ellie,Morin,female,1978,French,0,Yes, physical,active,1978-02-16,2020-10-26,Ellie.Morin93794@yahoo.com,Ontario,"[43.684345,-79.431292]",,+14161347367
10559,Benjamin,Murray,male,1969,English,0,No, physical,active,1969-10-10,2021-11-04,Benjamin.Murray46577@gmail.com,Ontario,"[43.684345,-79.431292]",,+12895486396
10560,Chloe,Pelletier,female,1992,English,1,Yes, physical,active,1992-12-11,2020-06-28,Chloe.Pelletier75840@aol.com,Manitoba,"[49.887898, -97.134185]",,+12046419304
10561,Hannah,Robinson,female,1959,English,1,No, physical,active,1959-08-27,2020-08-28,Hannah.Robinson83170@gmx.com,Prince Edward Island,"[46.252084, -63.138242]",,+19029957284
10562,Riley,Johnson,female,1970,English,1,No, physical,active,1970-01-02,2020-07-12,Riley.Johnson82403@aol.com,Quebec,"[46.807102,-71.211788]",,+15817459331
10563,Sophia,Cameron,female,1948,English,1,No, physical,active,1948-01-11,2020-09-07,Sophia.Cameron72836@yahoo.com,Saskatchewan,"[50.464050, -104.605617]",,+16391638051
10564,Isabella,Robinson,female,1956,English,1,Yes,business,active,1956-01-27,2021-09-04,Isabella.Robinson37919@mail.com,Ontario,"[43.684345,-79.431292]",,+13651240993
10565,Mila,Leblanc,female,1984,English,1,No, physical,active,1984-03-26,2021-02-18,Mila.Leblanc37425@aol.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17097796492
10566,Olivia,Lin,female,1983,French,1,Yes, physical,active,1983-11-09,2020-08-19,Olivia.Lin22349@yahoo.com,Quebec,"[46.807102,-71.211788]",,+15149778620
